arm,group,split,case,count,finite_count,nonfinite_count,p50_mm,p95_mm,p99_mm,max_mm,within_3mm,within_10mm,bounds_violations,centroid_dx_mm,centroid_dy_mm,centroid_dz_mm,centered_rms_scale_ratio,plane_p95_mm,beta_step_max_deg,beta_step_gt7deg_rate,endpoint_beta_gap_deg
original_L0,targets,diagnostic,circle_u150_center25_r40,128,128,0,125.47714639411235,147.71017417103988,148.027555708645,148.04262556713206,0.0,0.0,0,118.25299419776209,15.05023751168608,-0.1642599434796415,2.0080990611005047,144.9745364195225,0.3318385109454945,0.0,0.30291696202925483
original_L0,targets,diagnostic,circle_u150_center350_r5,128,128,0,13.289907226381285,14.508450103494667,14.525051099587905,14.526207024029759,0.0,0.0,0,-11.02401569822772,4.363765253875576,5.942988914553058,1.2185645578789657,11.702257025486517,0.008860096044935418,0.0,0.008188943247595717
original_L0,targets,diagnostic,circle_u150_center350_r10,128,128,0,13.338767184345903,15.801173364709873,15.835929634801593,15.837674379713503,0.0,0.0,0,-10.989891728020172,4.35502364723326,5.9372521688095015,1.2178633282532236,12.29512456397569,0.018382463640257536,0.0,0.015768872411042984
original_L0,targets,diagnostic,circle_u150_center350_r20,128,128,0,13.532488662163193,18.372612859558053,18.431469538429813,18.437107857935732,0.0,0.0,0,-10.852855543183939,4.318225667609885,5.9141983209974205,1.2150706723663582,13.233412694638725,0.03949580899943674,0.0,0.02921326352759669
original_L0,targets,diagnostic,circle_u150_center350_r40,128,128,0,14.281021219916,22.477563611377402,22.551744042295887,22.556523097750848,0.0,0.0703125,0,-10.297182192514075,4.14221811209578,5.820910668399608,1.2040881297683594,14.011057567947182,0.09091412674174064,0.0,0.04983828954799632
original_L0,zero,diagnostic,exact_zero,1,1,0,14.56088946613186,14.56088946613186,14.56088946613186,14.56088946613186,0.0,0.0,0,,,,,,,,
original_L1,on_grid,test,all,8272,8272,0,19.219657712282583,53.28756007840295,76.8726918011378,156.75210546778425,0.004352030947775629,0.1496615087040619,0,,,,,,,,
original_L1,on_grid,test,core,71,71,0,91.27415065312019,124.14772297720631,154.76424560479066,156.75210546778425,0.0,0.0,0,,,,,,,,
original_L1,on_grid,test,transition,1139,1139,0,27.060752161776982,59.29087387479666,84.13698260480845,126.06367353074225,0.000877963125548727,0.05179982440737489,0,,,,,,,,
original_L1,on_grid,test,tip,100,100,0,21.5911258618562,33.913324789424124,40.83764224054957,58.726128436211376,0.0,0.09,0,,,,,,,,
original_L1,on_grid,test,outer,4187,4187,0,18.05239012960162,49.11438650845309,68.02622852167995,93.33374815367401,0.0033436828278003345,0.14927155481251492,0,,,,,,,,
original_L1,on_grid,train,all,58629,58629,0,19.11676035823751,50.7124739885886,73.24297250443097,162.866102102263,0.004161762950075901,0.13498439338893722,0,,,,,,,,
original_L1,on_grid,train,core,417,417,0,77.66993890298028,130.99286049164465,153.35389295978723,162.866102102263,0.0,0.0,0,,,,,,,,
original_L1,on_grid,train,transition,5726,5726,0,25.309455231643582,56.83214154681531,76.07228425971401,113.0430696078353,0.0022703457911281873,0.04959832343695424,0,,,,,,,,
original_L1,on_grid,train,tip,1182,1182,0,16.028511320475452,38.80094050422243,49.33962218000872,57.990993755576085,0.0008460236886632825,0.12774957698815567,0,,,,,,,,
original_L1,on_grid,train,outer,35986,35986,0,18.600603526775288,47.82989385902647,67.88826102928074,106.25537861154812,0.003945978991830156,0.133162896682043,0,,,,,,,,
original_L1,on_grid,validation,all,7795,7795,0,19.75887677239913,51.325615380080215,73.31915126954947,154.63868045471534,0.0026940346375881976,0.1404746632456703,0,,,,,,,,
original_L1,on_grid,validation,core,38,38,0,86.37861054616182,126.77974293358487,145.55813508096003,154.63868045471534,0.0,0.0,0,,,,,,,,
original_L1,on_grid,validation,transition,634,634,0,24.45353855254389,65.23996862126936,76.90008711937652,92.52851008811352,0.0015772870662460567,0.07255520504731862,0,,,,,,,,
